Region,Sales,Category,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Product ID,Sub-Category,Product Name
West,36,Office Supplies,US-2016-117163,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,OFF-AR-10003179,Art,Dixon Ticonderoga Core-Lock Colored Pencils
West,36,Office Supplies,US-2018-169040,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,OFF-EN-10000927,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers
West,36,Office Supplies,US-2019-106145,Same Day,RA-19885,Ruben Ausman,Corporate,United States,San Francisco,California,OFF-PA-10002245,Paper,Xerox 1895
West,37,Office Supplies,CA-2016-166961,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,OFF-BI-10002353,Binders,GBC VeloBind Cover Sets
West,37,Office Supplies,CA-2017-104486,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,San Francisco,California,OFF-ST-10000876,Storage,Eldon Simplefile Box Office
West,37,Office Supplies,CA-2017-121776,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,OFF-PA-10001970,Paper,Xerox 1881
West,37,Office Supplies,CA-2017-127418,First Class,JJ-15445,Jennifer Jackson,Consumer,United States,Los Angeles,California,OFF-BI-10003707,Binders,Aluminum Screw Posts
West,37,Office Supplies,CA-2018-107104,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,OFF-AR-10004269,Art,Newell 31
West,37,Office Supplies,CA-2018-149335,Same Day,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,OFF-AR-10001419,Art,Newell 325
West,37,Office Supplies,CA-2018-161669,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,OFF-BI-10001294,Binders,Fellowes Binding Cases
West,37,Office Supplies,CA-2018-163594,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,OFF-BI-10003707,Binders,Aluminum Screw Posts
West,37,Office Supplies,CA-2019-104647,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,OFF-PA-10002870,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"
West,37,Office Supplies,CA-2019-115931,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,OFF-ST-10000876,Storage,Eldon Simplefile Box Office
West,37,Office Supplies,CA-2019-128160,Second Class,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,OFF-BI-10001510,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder
West,37,Office Supplies,CA-2019-133823,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,OFF-PA-10002870,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"
West,37,Office Supplies,US-2017-156867,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,OFF-BI-10002794,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"
West,37,Office Supplies,US-2019-112347,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Denver,Colorado,OFF-BI-10003707,Binders,Aluminum Screw Posts
West,38,Office Supplies,CA-2016-131947,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,OFF-AR-10000411,Art,Boston 16701 Slimline Battery Pencil Sharpener
West,38,Office Supplies,CA-2017-137708,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,OFF-PA-10000176,Paper,Xerox 1887
West,38,Office Supplies,CA-2018-135776,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,OFF-PA-10001295,Paper,Computer Printout Paper with Letter-Trim Perforations
West,38,Office Supplies,CA-2018-146633,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,OFF-BI-10002982,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos
West,38,Office Supplies,CA-2018-156139,Standard Class,BP-11155,Becky Pak,Consumer,United States,San Francisco,California,OFF-BI-10004233,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
West,38,Office Supplies,CA-2018-167241,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,OFF-PA-10004911,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk"
West,38,Office Supplies,CA-2019-120614,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California,OFF-PA-10004911,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk"
West,38,Office Supplies,CA-2019-124401,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,OFF-ST-10000649,Storage,Hanging Personal Folder File
West,38,Office Supplies,CA-2019-133823,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,OFF-LA-10004545,Labels,Avery 50
West,38,Office Supplies,CA-2019-134565,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,OFF-PA-10004243,Paper,Xerox 1939
West,38,Office Supplies,US-2019-148054,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,OFF-PA-10001295,Paper,Computer Printout Paper with Letter-Trim Perforations
West,38,Office Supplies,US-2019-155425,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,OFF-BI-10001036,Binders,Cardinal EasyOpen D-Ring Binders
West,39,Office Supplies,CA-2016-129364,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,OFF-ST-10001031,Storage,Adjustable Personal File Tote
West,39,Office Supplies,CA-2016-153969,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,OFF-PA-10000327,Paper,Xerox 1971
West,39,Office Supplies,CA-2018-119018,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,OFF-PA-10000295,Paper,Xerox 229
West,39,Office Supplies,CA-2018-145492,Standard Class,MC-17605,Matt Connell,Corporate,United States,Los Angeles,California,OFF-AP-10003622,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"
West,39,Office Supplies,CA-2018-145919,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,OFF-PA-10003072,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream"
West,39,Office Supplies,CA-2018-147473,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,OFF-PA-10004782,Paper,Xerox 228
West,39,Office Supplies,CA-2018-152534,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,OFF-PA-10001870,Paper,Xerox 202
West,39,Office Supplies,CA-2019-112753,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,California,OFF-PA-10002036,Paper,Xerox 1930
West,39,Office Supplies,CA-2019-122770,Standard Class,EP-13915,Emily Phan,Consumer,United States,San Francisco,California,OFF-PA-10003172,Paper,Xerox 1996
West,39,Office Supplies,CA-2019-141117,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,OFF-SU-10004664,Supplies,Acme Softgrip Scissors
West,39,Office Supplies,CA-2019-143665,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,OFF-LA-10002034,Labels,Avery 478
West,39,Office Supplies,US-2019-114034,Standard Class,DL-13315,Delfina Latchford,Consumer,United States,Rancho Cucamonga,California,OFF-PA-10004735,Paper,Xerox 1905
West,40,Office Supplies,CA-2016-102645,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,OFF-PA-10001804,Paper,Xerox 195
West,40,Office Supplies,CA-2016-103310,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,OFF-PA-10004353,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes
West,40,Office Supplies,CA-2016-131947,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,OFF-PA-10000246,Paper,Riverleaf Stik-Withit Designer Note Cubes
West,40,Office Supplies,CA-2016-142979,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Lodi,California,OFF-AR-10002987,Art,Prismacolor Color Pencil Set
West,40,Office Supplies,CA-2016-158372,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,OFF-LA-10000407,Labels,Avery White Multi-Purpose Labels
West,40,Office Supplies,CA-2017-107020,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,San Bernardino,California,OFF-BI-10003719,Binders,Large Capacity Hanging Post Binders
West,40,Office Supplies,CA-2017-113110,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,OFF-PA-10002749,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page"
West,40,Office Supplies,CA-2018-101651,Standard Class,SC-20305,Sean Christensen,Consumer,United States,San Jose,California,OFF-EN-10001990,Envelopes,Staple envelope
West,40,Office Supplies,CA-2018-116561,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,OFF-BI-10001658,Binders,GBC Standard Therm-A-Bind Covers
West,40,Office Supplies,CA-2018-146437,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,OFF-AR-10000588,Art,Newell 345
West,40,Office Supplies,CA-2018-165918,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,OFF-BI-10004826,Binders,JM Magazine Binder
West,40,Office Supplies,CA-2019-125990,Standard Class,JS-16030,Joy Smith,Consumer,United States,San Francisco,California,OFF-BI-10004826,Binders,JM Magazine Binder
West,40,Office Supplies,CA-2019-167661,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,OFF-BI-10002571,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
West,40,Office Supplies,CA-2019-169929,First Class,LS-17200,Luke Schmidt,Corporate,United States,Helena,Montana,OFF-ST-10002352,Storage,Iris Project Case
West,40,Office Supplies,US-2018-108455,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,OFF-PA-10002464,Paper,HP Office Recycled Paper (20Lb. and 87 Bright)
West,40,Office Supplies,US-2018-114230,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Phoenix,Arizona,OFF-ST-10000876,Storage,Eldon Simplefile Box Office
West,41,Office Supplies,CA-2016-103310,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,OFF-SU-10004737,Supplies,Acme Design Stainless Steel Bent Scissors
West,41,Office Supplies,CA-2016-105249,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,OFF-LA-10002043,Labels,Avery 489
West,41,Office Supplies,CA-2016-127012,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,OFF-AR-10003903,Art,Sanford 52201 APSCO Electric Pencil Sharpener
West,41,Office Supplies,CA-2016-141110,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,OFF-AP-10000692,Appliances,Fellowes Mighty 8 Compact Surge Protector
West,41,Office Supplies,CA-2016-145254,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,OFF-SU-10004664,Supplies,Acme Softgrip Scissors
West,41,Office Supplies,CA-2016-158225,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,San Jose,California,OFF-ST-10002301,Storage,Tennsco Commercial Shelving
West,41,Office Supplies,CA-2017-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,OFF-BI-10001617,Binders,GBC Wire Binding Combs
West,41,Office Supplies,CA-2017-145415,Second Class,RD-19660,Robert Dilbeck,Home Office,United States,Seattle,Washington,OFF-ST-10000419,Storage,"Rogers Jumbo File, Granite"
West,41,Office Supplies,CA-2018-146010,First Class,EH-14125,Eugene Hildebrand,Home Office,United States,Colorado Springs,Colorado,OFF-BI-10003638,Binders,GBC Durable Plastic Covers
West,41,Office Supplies,CA-2019-105130,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,OFF-BI-10001191,Binders,Canvas Sectional Post Binders
West,41,Office Supplies,CA-2019-105487,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,OFF-ST-10002301,Storage,Tennsco Commercial Shelving
West,41,Office Supplies,US-2019-138086,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,San Francisco,California,OFF-AP-10000027,Appliances,Hoover Commercial SteamVac
West,41,Office Supplies,US-2019-153948,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,OFF-LA-10000414,Labels,Avery 503
West,42,Office Supplies,CA-2016-114125,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Los Angeles,California,OFF-BI-10003291,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
West,42,Office Supplies,CA-2017-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,OFF-BI-10001628,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
West,42,Office Supplies,CA-2017-162166,First Class,NM-18520,Neoma Murray,Consumer,United States,Moreno Valley,California,OFF-ST-10002486,Storage,Eldon Shelf Savers Cubes and Bins
West,42,Office Supplies,CA-2018-125738,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,OFF-BI-10001628,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
West,42,Office Supplies,CA-2018-133802,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Redwood City,California,OFF-BI-10003291,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
West,42,Office Supplies,CA-2018-155187,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,California,OFF-PA-10000380,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
West,42,Office Supplies,CA-2018-155187,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,California,OFF-ST-10000642,Storage,"Tennsco Lockers, Gray"
West,42,Office Supplies,CA-2019-166128,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,OFF-AR-10001221,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
West,42,Office Supplies,CA-2019-166926,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Seattle,Washington,OFF-PA-10001593,Paper,Xerox 1947
West,43,Office Supplies,CA-2016-134313,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Denver,Colorado,OFF-AR-10001897,Art,Model L Table or Wall-Mount Pencil Sharpener
West,43,Office Supplies,CA-2016-137351,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Seattle,Washington,OFF-BI-10003910,Binders,DXL Angle-View Binders with Locking Rings by Samsill
West,43,Office Supplies,CA-2017-137708,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,OFF-PA-10000327,Paper,Xerox 1971
West,43,Office Supplies,CA-2017-169201,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,OFF-AP-10000696,Appliances,Holmes Odor Grabber
West,43,Office Supplies,CA-2018-109365,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,OFF-AP-10002998,Appliances,Holmes 99% HEPA Air Purifier
West,43,Office Supplies,CA-2018-112669,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,OFF-ST-10001228,Storage,"Fellowes Personal Hanging Folder Files, Navy"
West,43,Office Supplies,CA-2018-150350,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,OFF-AP-10001492,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length"
West,43,Office Supplies,CA-2019-108854,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,OFF-ST-10001837,Storage,"SAFCO Mobile Desk Side File, Wire Frame"
West,43,Office Supplies,CA-2019-169327,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,OFF-AP-10001492,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length"
West,44,Office Supplies,CA-2016-133424,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,OFF-LA-10002312,Labels,Avery 490
West,44,Office Supplies,CA-2016-133704,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,OFF-AP-10001366,Appliances,Staple holder
West,44,Office Supplies,CA-2016-159800,First Class,SG-20470,Sheri Gordon,Consumer,United States,San Francisco,California,OFF-AP-10004859,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor
West,44,Office Supplies,CA-2016-168305,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,OFF-LA-10003498,Labels,Avery 475
West,44,Office Supplies,CA-2017-151841,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Aurora,Colorado,OFF-AP-10003971,Appliances,Belkin 6 Outlet Metallic Surge Strip
West,44,Office Supplies,CA-2017-169201,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,OFF-AP-10002082,Appliances,Holmes HEPA Air Purifier
West,44,Office Supplies,CA-2018-109365,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,OFF-BI-10003981,Binders,"Avery Durable Plastic 1"" Binders"
West,44,Office Supplies,CA-2018-122322,Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,Provo,Utah,OFF-SU-10000952,Supplies,Fiskars Home & Office Scissors
West,44,Office Supplies,CA-2018-125850,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,OFF-LA-10003498,Labels,Avery 475
West,44,Office Supplies,CA-2018-147137,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,OFF-EN-10003567,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box"
West,44,Office Supplies,CA-2018-155488,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Vancouver,Washington,OFF-AR-10002956,Art,Boston 16801 Nautilus Battery Pencil Sharpener
West,44,Office Supplies,CA-2018-156811,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,California,OFF-AP-10001366,Appliances,Staple holder
West,44,Office Supplies,CA-2019-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,OFF-LA-10003077,Labels,Avery 500
West,44,Office Supplies,CA-2019-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,OFF-LA-10003498,Labels,Avery 475
West,44,Office Supplies,CA-2019-140760,Second Class,DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,OFF-EN-10001141,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9"""
West,44,Office Supplies,CA-2019-169859,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,OFF-EN-10000461,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
West,45,Office Supplies,CA-2017-109736,First Class,DJ-13420,Denny Joy,Corporate,United States,San Francisco,California,OFF-PA-10004101,Paper,Xerox 1894
West,45,Office Supplies,CA-2017-164497,First Class,AJ-10945,Ashley Jarboe,Consumer,United States,San Francisco,California,OFF-AP-10004655,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter"
West,45,Office Supplies,CA-2018-131289,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,OFF-PA-10003363,Paper,Xerox 204
West,45,Office Supplies,CA-2018-134222,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Yuma,Arizona,OFF-BI-10001658,Binders,GBC Standard Therm-A-Bind Covers
West,45,Office Supplies,CA-2018-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,OFF-BI-10001670,Binders,Vinyl Sectional Post Binders
West,45,Office Supplies,CA-2018-148852,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,OFF-PA-10001293,Paper,Xerox 1946
West,45,Office Supplies,CA-2019-106859,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,OFF-PA-10001534,Paper,Xerox 230
West,45,Office Supplies,CA-2019-118542,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,Los Angeles,California,OFF-PA-10004735,Paper,Xerox 1905
West,45,Office Supplies,CA-2019-134880,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Mesa,Arizona,OFF-PA-10004039,Paper,Xerox 1882
West,45,Office Supplies,US-2018-116729,First Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,OFF-PA-10002005,Paper,Xerox 225
West,45,Office Supplies,US-2019-153948,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,OFF-PA-10002764,Paper,Easy-staple paper
West,46,Office Supplies,CA-2016-135608,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,OFF-PA-10001954,Paper,Xerox 1964
West,46,Office Supplies,CA-2016-150490,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,OFF-AR-10004602,Art,Boston KS Multi-Size Manual Pencil Sharpener
West,46,Office Supplies,CA-2017-151470,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Las Vegas,Nevada,OFF-BI-10004040,Binders,Wilson Jones Impact Binders
West,46,Office Supplies,CA-2017-158456,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,OFF-FA-10004854,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
West,46,Office Supplies,CA-2018-106397,Standard Class,MJ-17740,Max Jones,Consumer,United States,Orem,Utah,OFF-AR-10004602,Art,Boston KS Multi-Size Manual Pencil Sharpener
West,46,Office Supplies,CA-2018-125738,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,OFF-PA-10000740,Paper,Xerox 1982
West,46,Office Supplies,CA-2018-148593,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,OFF-PA-10001776,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
West,46,Office Supplies,CA-2018-155978,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,California,OFF-AP-10002892,Appliances,Belkin F5C206VTEL 6 Outlet Surge
West,46,Office Supplies,CA-2019-124716,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Fresno,California,OFF-PA-10000740,Paper,Xerox 1982
West,46,Office Supplies,CA-2019-148145,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Seattle,Washington,OFF-AR-10003752,Art,Deluxe Chalkboard Eraser Cleaner
West,46,Office Supplies,US-2016-164406,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,OFF-BI-10003638,Binders,GBC Durable Plastic Covers
West,47,Office Supplies,CA-2016-156594,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,OFF-AR-10001725,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
West,47,Office Supplies,CA-2017-129546,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,OFF-SU-10004884,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles
West,47,Office Supplies,CA-2017-164882,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,OFF-ST-10003638,Storage,Mobile Personal File Cube
West,47,Office Supplies,CA-2018-113096,First Class,SZ-20035,Sam Zeldin,Home Office,United States,San Francisco,California,OFF-ST-10003455,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black"
West,47,Office Supplies,CA-2018-141397,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,OFF-PA-10002986,Paper,Xerox 1898
West,47,Office Supplies,CA-2018-155383,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Seattle,Washington,OFF-ST-10001328,Storage,"Personal Filing Tote with Lid, Black/Gray"
West,47,Office Supplies,CA-2019-118017,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,OFF-SU-10004782,Supplies,"Elite 5"" Scissors"
West,47,Office Supplies,CA-2019-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,OFF-BI-10003364,Binders,Binding Machine Supplies
West,47,Office Supplies,CA-2019-140585,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,OFF-BI-10003364,Binders,Binding Machine Supplies
West,47,Office Supplies,CA-2019-152310,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,OFF-ST-10001228,Storage,Personal File Boxes with Fold-Down Carry Handle
West,47,Office Supplies,CA-2019-161333,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,OFF-AP-10000252,Appliances,Harmony HEPA Quiet Air Purifiers
West,47,Office Supplies,CA-2019-168228,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,OFF-AR-10001725,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
West,47,Office Supplies,US-2018-169040,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,OFF-BI-10001636,Binders,Ibico Plastic and Wire Spiral Binding Combs
West,47,Office Supplies,US-2019-101539,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,OFF-ST-10004180,Storage,Safco Commercial Shelving
West,48,Office Supplies,CA-2016-129574,First Class,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,OFF-PA-10002893,Paper,"Wirebound Service Call Books, 5 1/2"" x 4"""
West,48,Office Supplies,CA-2016-146843,Standard Class,PB-19150,Philip Brown,Consumer,United States,Avondale,Arizona,OFF-SU-10001664,Supplies,Acme Office Executive Series Stainless Steel Trimmers
West,48,Office Supplies,CA-2018-123358,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,OFF-BI-10000069,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"
West,48,Office Supplies,CA-2018-135776,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,OFF-PA-10004327,Paper,Xerox 1911
West,48,Office Supplies,CA-2018-163328,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,OFF-PA-10004353,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes
West,48,Office Supplies,CA-2019-137498,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,OFF-PA-10000143,Paper,Astroparche Fine Business Paper
West,48,Office Supplies,US-2018-126452,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,OFF-PA-10002606,Paper,Xerox 1928
West,48,Office Supplies,US-2018-155768,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,OFF-PA-10001357,Paper,Xerox 1886
West,49,Office Supplies,CA-2016-104178,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,OFF-ST-10004258,Storage,Portable Personal File Box
West,49,Office Supplies,CA-2016-111857,Second Class,NM-18445,Nathan Mautz,Home Office,United States,San Francisco,California,OFF-PA-10001878,Paper,Xerox 1891
West,49,Office Supplies,CA-2016-133830,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,OFF-PA-10001363,Paper,Xerox 1933
West,49,Office Supplies,CA-2016-142769,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,OFF-PA-10002923,Paper,Xerox 1942
West,49,Office Supplies,CA-2017-129770,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,OFF-PA-10000249,Paper,Easy-staple paper
